キャリア,地域,都道府県,店名,住所,URL,スラッグ,緯度,経度,取得元,取得日
ymobile,東海,愛知県,ワイモバイルヨドバシカメラサンシャインサカエ,460-0003 愛知県名古屋市中区錦3丁目24‐4,https://www.ymobile.jp/shop/detail/W9JU/,ymobile-w9ju,35.16957912,136.9062489,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,愛知県,ワイモバイル岡崎ウイングタウン,444-0814 愛知県岡崎市羽根町字小豆坂3,https://www.ymobile.jp/shop/detail/W0L1/,ymobile-w0l1,34.923283,137.174975,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,四国,愛媛県,イオンモバイル松山,790-0951 愛媛県松山市天山1-13-5,https://aeonmobile.jp/shoplist/matsuyama/,aeon-mobile-matsuyama,33.82364018066874,132.77427741498624,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,四国,愛媛県,イオンモバイル新居浜,792-0007 愛媛県新居浜市前田町8-8,https://aeonmobile.jp/shoplist/niihama/,aeon-mobile-niihama,33.955280780632506,133.26552051499004,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,四国,愛媛県,UQスポット イオンモール今治新都市,愛媛県 今治市 にぎわい広場１－１,https://www.uqwimax.jp/mobile/shoplist/S513008/,uq-mobile-s513008,34.043203,132.962241,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,四国,愛媛県,UQスポット イオンモール新居浜,愛媛県 新居浜市 前田町８－８,https://www.uqwimax.jp/mobile/shoplist/S513007/,uq-mobile-s513007,33.954888,133.268469,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,四国,愛媛県,ワイモバイルエディオン南松山店,790-0952 愛媛県松山市朝生田町5丁目1‐25 ジョー・プラ,https://www.ymobile.jp/shop/detail/W0YF/,ymobile-w0yf,33.822459,132.772354,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,四国,愛媛県,ワイモバイルエミフルMASAKI,791-3120 愛媛県伊予郡松前町大字筒井850番,https://www.ymobile.jp/shop/detail/W0JG/,ymobile-w0jg,33.786894,132.715209,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,四国,愛媛県,ワイモバイルフジグラン重信,791-0216 愛媛県東温市野田3丁目1‐13 フジグラン重信1F,https://www.ymobile.jp/shop/detail/W057/,ymobile-w057,33.795628,132.833677,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,関東,茨城県,イオンモバイルつくば,305-0071 茨城県つくば市稲岡66-1,https://aeonmobile.jp/shoplist/tsukuba/,aeon-mobile-tsukuba,36.03620856297245,140.13639242975307,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,茨城県,イオンモバイル下妻,304-0033 茨城県下妻市堀篭972-1,https://aeonmobile.jp/shoplist/shimotsuma/,aeon-mobile-shimotsuma,36.18976663889736,139.98928395126973,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,茨城県,イオンモバイル古河,306-0012 茨城県古河市旭町1-2-17,https://aeonmobile.jp/shoplist/koga/,aeon-mobile-koga,36.19704319918308,139.71853380987883,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,茨城県,イオンモバイル水戸内原,319-0317 茨城県水戸市内原2丁目1番地,https://aeonmobile.jp/shoplist/mitouchihara/,aeon-mobile-mitouchihara,36.374845641800334,140.35975320792622,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,関東,茨城県,UQスポット イオンタウン守谷,茨城県 守谷市 百合ケ丘３丁目２４９－１,https://www.uqwimax.jp/mobile/shoplist/E045UQ5/,uq-mobile-e045uq5,35.944872,139.990399,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,関東,茨城県,UQスポット イオンモールつくば,茨城県 つくば市 稲岡６６－１ イオンモールつくば３Ｆ,https://www.uqwimax.jp/mobile/shoplist/E336UQ8/,uq-mobile-e336uq8,36.034595,140.132763,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,関東,茨城県,UQスポット イオンモール水戸内原,茨城県 水戸市 内原２丁目１ イオンモール水戸内原２Ｆ,https://www.uqwimax.jp/mobile/shoplist/E336UQ9/,uq-mobile-e336uq9,36.374553,140.359409,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,関東,茨城県,UQスポット イオンモール土浦,茨城県 土浦市 上高津３６７ イオンモール土浦２Ｆ,https://www.uqwimax.jp/mobile/shoplist/E336UQ6/,uq-mobile-e336uq6,36.079931,140.180987,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,関東,茨城県,UQスポット ファッションクルーズひたちなか,茨城県 ひたちなか市 新光町３５ ファッションクルーズニューポートひたちなか本館２Ｆ,https://www.uqwimax.jp/mobile/shoplist/E336UQB/,uq-mobile-e336uqb,36.405403,140.586099,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,関東,茨城県,ワイモバイルMEGAドン・キホーテ上水戸,310-0041 茨城県水戸市上水戸2丁目9‐10 MEGAドン・キホーテ上水戸1F,https://www.ymobile.jp/shop/detail/W0HV/,ymobile-w0hv,36.390046,140.445207,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,茨城県,ワイモバイルイオンモールつくば,305-0071 茨城県つくば市稲岡66‐1,https://www.ymobile.jp/shop/detail/W21M/,ymobile-w21m,36.034491,140.133185,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,茨城県,ワイモバイルイオンモール下妻,304-0033 茨城県下妻市堀篭972‐1 イオンモール下妻,https://www.ymobile.jp/shop/detail/W9QT/,ymobile-w9qt,36.189917,139.98955,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,茨城県,ワイモバイルケーズデンキ水戸本店,310-0836 茨城県水戸市元吉田町上千束1944‐12,https://www.ymobile.jp/shop/detail/W0X0/,ymobile-w0x0,36.339272,140.481672,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,中国,岡山県,イオンモバイル岡山,700-8650 岡山県岡山市北区下石井1丁目2番1号,https://aeonmobile.jp/shoplist/okayama/,aeon-mobile-okayama,34.66161498044455,133.9159218150106,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,中国,岡山県,イオンモバイル倉敷,710-8560 岡山県倉敷市水江1,https://aeonmobile.jp/shoplist/kurashiki/,aeon-mobile-kurashiki,34.60226748045985,133.74328671500882,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,中国,岡山県,イオンモバイル津山,708-0842 岡山県津山市河辺1000-1,https://aeonmobile.jp/shoplist/tsuyama/,aeon-mobile-tsuyama,35.06509398034252,134.04425331502253,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,中国,岡山県,UQスポット アリオ倉敷,岡山県 倉敷市 寿町１２番２号 アリオ倉敷2F,https://www.uqwimax.jp/mobile/shoplist/CK01041/,uq-mobile-ck01041,34.603327,133.764198,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,中国,岡山県,UQスポット イオンモール岡山,岡山県 岡山市北区 下石井１丁目２－１ イオンモール岡山２Ｆ,https://www.uqwimax.jp/mobile/shoplist/CK01046/,uq-mobile-ck01046,34.662253,133.918363,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,中国,岡山県,ワイモバイルアリオ倉敷,710-0813 岡山県倉敷市寿町12番2号 アリオ倉敷1F,https://www.ymobile.jp/shop/detail/W9HH/,ymobile-w9hh,34.603335,133.764164,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,中国,岡山県,ワイモバイルイオンモール津山,708-0842 岡山県津山市河辺1000‐1 イオンモール津山 1F,https://www.ymobile.jp/shop/detail/W15K/,ymobile-w15k,35.064801,134.047581,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,中国,岡山県,ワイモバイルエディオン倉敷本店,710-0834 岡山県倉敷市笹沖1209‐1,https://www.ymobile.jp/shop/detail/W0UE/,ymobile-w0ue,34.579001,133.768521,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,中国,岡山県,ワイモバイルエディオン津山本店,708-0841 岡山県津山市川崎147,https://www.ymobile.jp/shop/detail/W15T/,ymobile-w15t,35.060659,134.02887,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,中国,岡山県,ワイモバイル岡山東川原,703-8256 岡山県岡山市中区浜604‐3 トラスト井上ビル1F,https://www.ymobile.jp/shop/detail/W0JA/,ymobile-w0ja,34.67131702,133.9438831,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,沖縄,沖縄県,アップルプレミアムリセラー NEWCOM 沖縄ライカム店,901-2306 沖縄県中頭郡北中城村字ライカム1番地,https://aeonmobile.jp/shoplist/newcomraikamu/,aeon-mobile-newcomraikamu,26.314244091847932,127.79387365139821,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,沖縄,沖縄県,イオンモバイルライカム,901-2306 沖縄県中頭郡北中城村字ライカム1番地,https://aeonmobile.jp/shoplist/raikamu/,aeon-mobile-raikamu,26.315189983388503,127.79216481479205,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,沖縄,沖縄県,UQスポット サンエーしおざきシティ,沖縄県 糸満市 潮崎２丁目２番,https://www.uqwimax.jp/mobile/shoplist/R046910/,uq-mobile-r046910,26.124087,127.667795,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,沖縄,沖縄県,UQスポット サンエー石川シティ,沖縄県 うるま市 石川２５２１－１,https://www.uqwimax.jp/mobile/shoplist/R046912/,uq-mobile-r046912,26.421288,127.824228,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,沖縄,沖縄県,UQスポット サンエー八重瀬シティ,沖縄県 島尻郡八重瀬町 屋宜原９９－１,https://www.uqwimax.jp/mobile/shoplist/R046914/,uq-mobile-r046914,26.161254,127.730208,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,沖縄,沖縄県,ワイモバイルイオンタウン南城大里,901-1205 沖縄県南城市大里字高平高宮城原97番2 1階109‐1区画,https://www.ymobile.jp/shop/detail/WA65/,ymobile-wa65,26.173055,127.744163,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,沖縄,沖縄県,ワイモバイルエディオンしおざきシティ,901-0364 沖縄県糸満市潮崎町2丁目2 サンエーしおざきシティ,https://www.ymobile.jp/shop/detail/W14D/,ymobile-w14d,26.12303,127.66836,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,沖縄,沖縄県,ワイモバイルエディオン那覇メインプレイス,900-0006 沖縄県那覇市おもろまち4丁目4‐9 サンエー那覇メインプレイス,https://www.ymobile.jp/shop/detail/W0W8/,ymobile-w0w8,26.225725,127.695287,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,東北,岩手県,イオンモバイル盛岡,020-0148 岩手県盛岡市前潟4丁目7-1,https://aeonmobile.jp/shoplist/morioka/,aeon-mobile-morioka,39.71159147945328,141.09774401516833,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東北,岩手県,イオンモバイル盛岡南,020-0866 岩手県盛岡市本宮七丁目1番1号,https://aeonmobile.jp/shoplist/moriokaminami/,aeon-mobile-moriokaminami,39.68347327945698,141.12610291516742,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,東北,岩手県,UQスポット イオンモール盛岡,岩手県 盛岡市 前潟四丁目７番１号 イオンモール盛岡２階,https://www.uqwimax.jp/mobile/shoplist/T006U03/,uq-mobile-t006u03,39.711439,141.098604,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,東北,岩手県,ワイモバイルケーズデンキ盛岡南店,020-0831 岩手県盛岡市三本柳5地割58,https://www.ymobile.jp/shop/detail/W20A/,ymobile-w20a,39.660209,141.162744,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,東海,岐阜県,イオンモバイルイオンモール各務原インター,504-0943 岐阜県各務原市那加萱場町3丁目8番地,https://aeonmobile.jp/shoplist/aeonmobileaeonmallkakamigaharainta/,aeon-mobile-aeonmobileaeonmallkakamigaharainta,35.39203823026279,136.82061066525074,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,岐阜県,イオンモバイル各務原インター,504-0943 岐阜県各務原市那加萱場町3丁目8番地,https://aeonmobile.jp/shoplist/kakamigaharainta/,aeon-mobile-kakamigaharainta,35.391664580262784,136.82228371500278,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,岐阜県,イオンモバイル岐阜,502-0882 岐阜県岐阜市正木中1丁目2番1号,https://aeonmobile.jp/shoplist/gifu/,aeon-mobile-gifu,35.44775438024941,136.74264071500446,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東海,岐阜県,イオンモバイル大垣,503-0933 岐阜県大垣市外野2丁目100番地,https://aeonmobile.jp/shoplist/ogaki/,aeon-mobile-ogaki,35.33675168027602,136.61142271524935,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,東海,岐阜県,UQスポット イオンモール各務原インター,岐阜県 各務原市 那加萱場町３丁目８番地,https://www.uqwimax.jp/mobile/shoplist/N04531U/,uq-mobile-n04531u,35.391706,136.824388,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
